ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
14189,Married,Female,90000,4,High School,Professional,No,2,2-5 Miles,Europe,54,Yes
13136,Married,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,69,No
25906,Single,Female,10000,5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,No
17926,,Female,,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Yes
26928,Single,Male,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,62,Yes
20897,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
28207,Married,Male,80000,4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,Yes
25923,Single,Male,10000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No
11000,Married,Male,90000,2,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,40,Yes
20974,Married,Male,10000,2,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,66,No
28758,Married,Male,40000,2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Yes
11381,Married,Female,20000,2,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,Yes
17522,Married,Male,120000,4,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,No
21207,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,No
28102,Married,Male,20000,4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,58,Yes
23105,Single,Male,40000,3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Yes
18740,Married,Male,80000,5,Bachelors,Professional,No,1,0-1 Miles,Pacific,47,Yes
21213,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,No
17352,Married,Male,50000,2,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,64,Yes
14154,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes
19066,Married,Male,130000,4,Partial College,Professional,No,3,10+ Miles,Europe,54,No
11386,Married,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,45,No
20228,Married,Male,100000,0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,40,Yes
16675,Single,Female,160000,0,Graduate Degree,Management,No,3,0-1 Miles,Pacific,47,Yes
16410,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Yes
27760,Single,Female,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Yes
22930,Married,Male,90000,4,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,38,Yes
23780,Single,Male,40000,2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Yes
20994,Married,Female,20000,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,26,Yes
28379,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No
14865,Single,Male,40000,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,No
12663,Married,Female,90000,5,Partial High School,Skilled Manual,Yes,2,10+ Miles,Europe,59,No
24898,Single,Female,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No
19508,Married,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,No
11489,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,Yes
18160,Married,Male,130000,3,High School,Professional,Yes,4,5-10 Miles,Europe,51,Yes
25241,Married,Male,90000,2,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,No
24369,Married,,80000,5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,No
27165,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No
29424,Married,Male,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No
15926,Single,Female,120000,3,High School,Professional,Yes,4,5-10 Miles,Europe,50,Yes
14554,Married,Male,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,No
16468,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,No
19174,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,32,Yes
19183,Single,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No
13683,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,32,No
17848,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes
17894,Married,Female,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Yes
25651,Married,Male,40000,1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,43,Yes
22936,Single,Female,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Yes
23915,Married,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No
24121,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Yes
27878,Single,Male,20000,0,Partial College,Manual,No,0,0-1 Miles,Pacific,28,Yes
13572,Single,Male,10000,3,High School,Manual,Yes,,0-1 Miles,Europe,37,Yes
27941,Married,Female,80000,4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No
26354,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,38,Yes
14785,Single,Male,30000,1,Bachelors,Clerical,No,1,1-2 Miles,Europe,39,No
17238,Single,Male,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No
23608,Married,Female,150000,3,High School,Professional,Yes,3,0-1 Miles,Europe,51,Yes
22538,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No
12332,Married,Male,90000,4,High School,Management,Yes,3,5-10 Miles,Europe,58,Yes
17230,Married,Male,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,30,No
13082,Single,Male,130000,0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,48,Yes
22518,Single,Female,30000,3,Partial College,Clerical,No,2,0-1 Miles,Europe,27,Yes
13687,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,33,Yes
23571,Married,Female,40000,2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,66,Yes
19305,Single,Female,10000,2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Yes
22636,Single,Female,40000,0,Bachelors,Clerical,,0,0-1 Miles,Europe,38,Yes
17310,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Yes
12133,Married,Female,130000,3,Partial College,Professional,Yes,3,5-10 Miles,Europe,50,Yes
25918,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Yes
25752,Single,Female,20000,2,Partial College,Manual,No,1,0-1 Miles,Europe,53,Yes
17324,Married,Female,100000,4,Bachelors,Professional,Yes,1,10+ Miles,Pacific,46,No
22918,Single,Male,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,,No
12510,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Yes
25512,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No
16179,Single,Female,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,No
15628,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,No
20977,Married,Male,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Yes
18140,Married,Male,130000,3,Partial College,Professional,No,3,5-10 Miles,Europe,51,Yes
20417,Married,Male,30000,3,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,No
18267,Married,Male,60000,3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,No
13620,Single,Male,70000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,30,Yes
22974,Married,Female,30000,2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,No
13586,Married,Male,80000,4,Partial College,Professional,Yes,2,10+ Miles,Europe,53,No
17978,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
12581,Single,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Yes
18018,Single,Male,30000,3,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,No
28957,Single,Female,120000,,Partial High School,Professional,Yes,4,10+ Miles,Pacific,34,Yes
13690,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,Yes
12568,Married,Female,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No
13122,Married,Female,80000,0,Bachelors,Professional,Yes,1,1-2 Miles,Pacific,41,Yes
21184,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,No
26150,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,41,Yes
24151,Single,Male,20000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,No
23962,Married,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,No
17793,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
14926,Married,Male,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
16163,Single,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Yes
21365,Married,Female,10000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No
27771,Single,Male,30000,1,Bachelors,Clerical,Yes,1,1-2 Miles,Europe,39,Yes
26167,Single,Female,40000,2,Bachelors,Management,No,1,5-10 Miles,Pacific,53,Yes
25792,Single,Female,110000,3,Bachelors,Management,Yes,4,10+ Miles,Europe,53,No
11555,Married,Female,40000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,No
22381,Married,Male,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No
17882,Married,Male,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
22174,Married,Male,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes
22439,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
18012,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No
27582,Single,Female,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Yes
12744,Single,Female,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,No
22821,Married,Female,130000,3,Partial College,Professional,Yes,4,0-1 Miles,Europe,52,No
20171,Married,Female,20000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,46,Yes
11116,Married,Male,70000,5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,43,No
20053,Single,Male,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,No
25266,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,No
17960,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Yes
13961,Married,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No
11897,Single,Male,60000,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,37,Yes
11139,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,No
11576,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Yes
19255,Single,Male,10000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Yes
18153,Married,Female,100000,2,Bachelors,Management,Yes,4,10+ Miles,Europe,59,No
14547,Married,Male,10000,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No
24901,Single,Male,110000,0,Partial College,Management,No,3,10+ Miles,Pacific,32,Yes
27169,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,Yes
14805,Single,Female,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No
15822,Married,Male,40000,2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,67,No
19389,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,No
17048,Single,Female,90000,1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes
22204,Married,Male,110000,4,Bachelors,Management,Yes,3,2-5 Miles,Pacific,48,No
12718,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,No
15019,Single,Female,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,No
28488,Single,Male,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Yes
21891,Married,Female,110000,0,High School,Management,Yes,3,10+ Miles,Pacific,34,Yes
27814,Single,Female,30000,3,Partial College,Clerical,No,1,0-1 Miles,Europe,26,No
22175,Married,Female,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Yes
29447,Single,Female,10000,2,Bachelors,Clerical,No,1,2-5 Miles,Europe,68,No
19784,Married,Female,80000,2,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Yes
27824,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Yes
24093,Single,Female,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Yes
19618,Married,Male,70000,5,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,44,No
21561,Single,Male,90000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,34,Yes
11061,Married,Male,,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes
26651,Single,Male,80000,4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes
21108,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Yes
12731,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,Europe,32,No
25307,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Yes
14278,Married,Female,130000,0,Graduate Degree,Management,Yes,1,10+ Miles,Pacific,48,No
20711,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Yes
11383,Married,Female,30000,3,Graduate Degree,Clerical,Yes,,0-1 Miles,Europe,46,No
12497,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No
16559,Single,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Yes
11585,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No
20277,Married,Female,30000,2,Partial College,Clerical,No,2,0-1 Miles,Pacific,69,No
26765,Single,Female,70000,5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,45,No
12389,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,34,No
13585,Married,Female,80000,4,Partial College,Professional,No,1,2-5 Miles,Europe,53,Yes
26385,Single,Male,120000,3,High School,Professional,No,4,5-10 Miles,Europe,50,No
12236,Married,Female,20000,1,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,No
21560,Married,Male,120000,0,Partial High School,Professional,Yes,4,10+ Miles,Pacific,32,Yes
21554,Single,Female,80000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,33,No
13662,Single,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,31,Yes
13089,Married,Female,120000,1,Bachelors,Management,Yes,2,0-1 Miles,Pacific,46,Yes
14791,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Yes
19331,Single,Male,20000,2,High School,Manual,Yes,1,0-1 Miles,Europe,40,No
17754,Single,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Yes
11149,Married,Male,40000,2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,65,No
16549,Single,Female,30000,3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
24305,Single,Male,100000,1,Bachelors,Management,No,3,0-1 Miles,Pacific,46,Yes
18253,Married,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No
20147,Married,Female,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,No
15612,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No
28323,Single,Male,70000,0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Yes
22634,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
15665,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
27585,Married,Female,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Yes
19748,Married,Male,20000,4,High School,Skilled Manual,No,2,1-2 Miles,Pacific,60,No
21974,Single,Female,70000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Yes
14032,Married,Male,70000,2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Yes
22610,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes
26984,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Yes
18294,Married,Female,90000,1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,46,No
28564,Single,Female,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Yes
28521,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Yes
15450,Married,Male,10000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,No
25681,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes
19491,Single,Male,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No
26415,Married,Female,90000,4,Partial High School,Skilled Manual,Yes,4,10+ Miles,Europe,58,No
12821,Married,Male,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No
15629,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,No
27835,Married,Male,20000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No
11738,Married,Male,60000,4,Bachelors,Professional,Yes,0,2-5 Miles,North America,46,No
25065,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,48,No
26238,Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Yes
23707,Single,Male,70000,5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes
27650,Married,Male,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,51,No
24981,Married,Male,60000,2,Partial College,Professional,Yes,2,10+ Miles,North America,56,No
20678,Single,Female,60000,3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,40,Yes
15302,Single,Female,70000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes
26012,Married,Male,80000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,Yes
26575,Single,Female,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
15559,Married,Male,60000,5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
19235,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
15275,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,29,No
20339,Married,Female,130000,1,Bachelors,Management,Yes,4,2-5 Miles,North America,44,Yes
25405,Married,Male,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes
15940,Married,Male,100000,4,Partial College,Professional,Yes,4,0-1 Miles,North America,40,No
25074,Married,Female,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Yes
24738,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes
16337,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No
24357,Married,Male,,3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes
18613,Single,Male,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes
12207,Single,Male,80000,4,Bachelors,Management,Yes,,5-10 Miles,North America,66,Yes
18052,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes
13353,Single,Female,60000,4,Graduate Degree,Management,Yes,2,10+ Miles,North America,61,Yes
19399,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,45,No
16154,Married,Female,70000,5,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,No
22219,Married,Female,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,49,No
17269,Single,Male,60000,3,Bachelors,Professional,No,0,0-1 Miles,North America,47,Yes
23586,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
15740,Married,Male,80000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,64,No
27638,Single,Male,100000,1,Partial College,Professional,No,3,1-2 Miles,North America,44,No
18976,Single,Male,40000,4,High School,Professional,Yes,2,10+ Miles,North America,62,Yes
19413,Single,Male,60000,3,Bachelors,Professional,No,1,0-1 Miles,North America,47,Yes
13283,Married,Male,80000,3,Partial College,Professional,No,2,0-1 Miles,North America,49,Yes
17471,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,No
16791,Single,Male,60000,5,Bachelors,Management,Yes,3,10+ Miles,North America,59,Yes
15382,Married,Female,110000,1,Bachelors,Management,Yes,2,1-2 Miles,North America,44,No
11641,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No
11935,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
13233,Married,Male,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,57,Yes
25909,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Yes
14092,Single,Male,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,28,No
29143,Single,Female,60000,1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Yes
24941,Married,Male,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No
24637,Married,Male,40000,4,High School,Professional,Yes,2,10+ Miles,North America,64,No
23893,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
13907,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,Yes
14900,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Yes
11262,Married,Female,80000,4,Bachelors,Management,Yes,0,0-1 Miles,North America,42,No
22294,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes
12195,Single,Female,70000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,52,No
25375,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,No
11143,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,29,No
25898,Married,Female,70000,2,High School,Professional,Yes,2,2-5 Miles,North America,53,No
24397,Single,Male,120000,2,Bachelors,Management,No,4,1-2 Miles,North America,40,No
19758,Single,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No
15529,Married,Male,60000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Yes
19884,Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,55,Yes
18674,Single,Female,80000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,48,No
13453,Married,Female,130000,,Bachelors,Management,Yes,3,0-1 Miles,North America,45,Yes
14063,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Yes
27393,Married,Female,50000,4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No
14417,Single,Male,60000,3,High School,Professional,Yes,2,10+ Miles,North America,54,Yes
17533,Married,Male,40000,3,Partial College,Professional,No,2,5-10 Miles,North America,73,Yes
18580,Married,Female,60000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,,Yes
17025,Single,Male,50000,0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Yes
25293,Married,Male,80000,4,Bachelors,Management,Yes,0,1-2 Miles,North America,42,No
24725,Married,Female,40000,3,Partial College,Clerical,Yes,0,1-2 Miles,North America,31,No
23200,Married,Female,50000,3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,No
15895,Single,Female,60000,2,Bachelors,Management,Yes,0,10+ Miles,North America,58,No
18577,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No
27218,Married,Female,20000,2,Partial High School,Clerical,No,,0-1 Miles,North America,48,No
18560,Married,Female,70000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes
25006,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
17369,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No
14495,Married,Male,40000,3,Partial College,Professional,No,2,5-10 Miles,North America,54,Yes
18847,Married,Female,60000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,No
14754,Married,Male,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Yes
23378,Married,Male,70000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Yes
26452,Single,Male,50000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No
20370,Married,Male,70000,3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,No
20528,Married,Male,40000,2,Partial High School,Skilled Manual,Yes,2,2-5 Miles,North America,55,No
23549,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
21751,Married,Male,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,63,No
21266,Single,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
13388,Single,Male,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,56,No
18752,Single,Female,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No
16917,Married,Male,120000,1,Bachelors,Management,Yes,4,0-1 Miles,North America,38,No
15313,Married,Male,60000,4,Bachelors,Management,Yes,2,2-5 Miles,North America,59,No
25329,Single,Female,40000,3,Partial College,Clerical,No,2,0-1 Miles,North America,32,No
20380,Married,Female,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No
23089,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No
13749,Married,Male,80000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No
24943,Married,Male,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No
28667,Single,Male,70000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Yes
15194,Single,Male,120000,2,Bachelors,Management,No,3,0-1 Miles,North America,39,Yes
17436,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,51,No
18935,Married,Female,130000,0,Graduate Degree,Management,Yes,3,1-2 Miles,North America,40,No
16871,Married,Female,90000,2,High School,Professional,Yes,1,10+ Miles,North America,51,Yes
12100,Single,Male,60000,2,Bachelors,Management,Yes,0,10+ Miles,North America,57,No
23158,Married,Female,60000,1,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes
18545,Married,Male,40000,4,High School,Professional,No,2,10+ Miles,North America,61,Yes
18391,Single,Female,80000,5,Partial College,Professional,Yes,2,5-10 Miles,North America,44,No
19812,Single,Female,70000,2,Partial College,Professional,Yes,0,5-10 Miles,North America,49,Yes
27660,Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,No
18058,Single,Female,20000,3,High School,Skilled Manual,Yes,2,2-5 Miles,North America,78,No
20343,Married,Female,90000,4,Partial College,Professional,Yes,1,1-2 Miles,North America,45,No
