Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
45101,443,3854,443,allow,7912,2739,5173,26,516,14,12
62170,443,62170,443,allow,28026,5723,22303,62,20,32,30
9467,443,18809,443,allow,5960,438,5522,16,15,6,10
39127,6555,15189,6555,allow,922,428,494,10,15,5,5
34225,443,33698,443,allow,256793,17776,239017,327,23,146,181
50294,80,24616,80,allow,1515,481,1034,11,15,6,5
60995,443,11816,443,allow,7583,2669,4914,31,17,16,15
53964,443,36020,443,allow,374,254,120,4,5,2,2
46550,443,47907,443,allow,3322,1760,1562,19,255,10,9
33270,80,23251,80,allow,1614,1300,314,10,15,5,5
57341,53,40485,53,allow,296,97,199,4,41,2,2
41034,443,11072,443,allow,6055,2800,3255,38,279,19,19
49706,53,34052,53,allow,296,102,194,4,41,2,2
52118,33515,33207,33515,allow,70,70,0,2,7,2,0
9235,80,17442,80,allow,318,192,126,6,26,4,2
56672,80,18882,80,allow,234,234,0,4,11,4,0
50283,53,31898,53,allow,767,102,665,2,29,1,1
9238,80,17779,80,allow,378,192,186,7,26,4,3
48437,443,48848,443,allow,934,420,514,15,30,7,8
50095,53,59595,53,allow,250,86,164,4,30,2,2
65212,53,30386,53,allow,196,102,94,2,30,1,1
50629,443,10461,443,allow,1048,1048,0,9,17,9,0
49594,53,49594,53,allow,199,90,109,2,30,1,1
50638,443,50638,443,allow,4544,1637,2907,19,26,11,8
57807,443,57807,443,allow,4434,1527,2907,19,29,11,8
56873,53,11452,53,allow,184,94,90,2,29,1,1
57321,53,25115,53,allow,498,204,294,6,29,3,3
49179,53,18943,53,allow,309,118,191,2,30,1,1
6881,13487,50124,13487,allow,228,118,110,2,1199,1,1
56849,443,44408,443,allow,7374,2085,5289,33,270,18,15
64194,443,64194,443,allow,27723,5572,22151,59,46,31,28
60180,443,13880,443,allow,3667,2243,1424,22,80,11,11
9246,80,48818,80,allow,318,192,126,6,26,4,2
9251,443,22776,443,allow,6132,767,5365,17,26,9,8
55503,53,54842,53,allow,200,102,98,2,30,1,1
53950,123,31431,123,allow,184,94,90,2,30,1,1
49564,53,39263,53,allow,193,102,91,2,30,1,1
50116,80,62862,80,allow,10094,1100,8994,20,33,10,10
52085,29894,54507,29894,allow,136,136,0,3,14,3,0
54163,443,60868,443,allow,2430,1416,1014,18,34,9,9
53866,8999,60577,8999,allow,372,186,186,6,15,3,3
60711,443,10147,443,allow,10569,3485,7084,27,515,15,12
9256,443,44390,443,allow,6327,833,5494,19,26,10,9
53459,443,23457,443,allow,88210,4564,83646,115,46,50,65
65318,53,11252,53,allow,184,94,90,2,30,1,1
49234,53,17767,53,allow,167,86,81,2,30,1,1
58124,123,43315,123,allow,184,94,90,2,30,1,1
49577,53,36536,53,allow,242,94,148,2,30,1,1
59637,53,37515,53,allow,273,94,179,2,30,1,1
57987,443,16754,443,allow,3264,1175,2089,14,120,7,7
39817,443,13115,443,allow,516080,28328,487752,660,95,305,355
56628,443,8752,443,allow,6654,3821,2833,60,3037,30,30
64120,443,47176,443,allow,3767437,87322,3680115,3675,52,1230,2445
49665,53,16462,53,allow,168,86,82,2,32,1,1
50241,443,61373,443,allow,27900,6291,21609,46,515,23,23
9254,443,60082,443,allow,6135,770,5365,17,26,9,8
60059,53,45306,53,allow,168,78,90,2,30,1,1
65033,53,12694,53,allow,214,94,120,2,30,1,1
6881,25649,11591,25649,allow,509,150,359,2,1200,1,1
49849,53,61078,53,allow,196,102,94,2,31,1,1
63654,443,35757,443,allow,9152483,314975,8837508,9599,206,3195,6404
59189,443,26773,443,allow,9050,4611,4439,37,222,20,17
6881,6881,6157,6881,allow,253,118,135,2,1200,1,1
9289,443,57036,443,allow,9051,3480,5571,31,23,17,14
53902,55298,4313,55298,allow,70,70,0,2,8,2,0
53904,1024,57585,1024,allow,70,70,0,2,8,2,0
34680,9595,34680,9595,allow,152,66,86,2,10,1,1
38101,443,19198,443,allow,350,210,140,6,15,4,2
35430,443,18104,443,allow,6267,1810,4457,25,18,14,11
33688,80,62587,80,allow,1638,1324,314,10,16,5,5
53932,80,32355,80,allow,1134,465,669,9,18,6,3
63810,27064,25460,27064,allow,1778,1386,392,8,31,4,4
52113,19619,23788,19619,allow,70,70,0,2,8,2,0
56768,443,55318,443,allow,7889,1900,5989,20,16,11,9
56581,80,13177,80,allow,1630,918,712,12,17,7,5
40842,80,63836,80,allow,1712,786,926,12,17,7,5
9290,443,4925,443,allow,8041,2882,5159,29,23,16,13
9287,443,31377,443,allow,5539,1486,4053,21,23,11,10
49706,53,42213,53,allow,296,102,194,4,41,2,2
64942,53,36365,53,allow,284,102,182,4,38,2,2
52084,30863,5581,30863,allow,70,70,0,1,5,1,0
65031,53,9401,53,allow,184,94,90,2,30,1,1
49881,53,28896,53,allow,213,102,111,2,30,1,1
64602,53,4497,53,allow,184,94,90,2,30,1,1
57073,443,48824,443,allow,7731,2016,5715,38,271,20,18
65314,53,60905,53,allow,402,118,284,2,30,1,1
64181,53,17159,53,allow,194,102,92,2,31,1,1
1111,25174,0,0,deny,62,62,0,1,0,1,0
56793,56205,0,0,deny,66,66,0,1,0,1,0
52319,445,0,0,drop,70,70,0,1,0,1,0
52317,445,0,0,drop,70,70,0,1,0,1,0
52315,445,0,0,drop,70,70,0,1,0,1,0
60976,22114,0,0,deny,66,66,0,1,0,1,0
33401,51505,0,0,deny,66,66,0,1,0,1,0
63937,445,0,0,drop,70,70,0,1,0,1,0
34348,22114,0,0,deny,146,146,0,1,0,1,0
52091,11392,0,0,deny,66,66,0,1,0,1,0
34112,44847,0,0,deny,66,66,0,1,0,1,0
12545,25174,0,0,deny,62,62,0,1,0,1,0
64103,50265,0,0,deny,66,66,0,1,0,1,0
515,10214,0,0,deny,62,62,0,1,0,1,0
52313,445,0,0,drop,70,70,0,1,0,1,0
52311,445,0,0,drop,70,70,0,1,0,1,0
52307,445,0,0,drop,70,70,0,1,0,1,0
52358,30188,0,0,deny,66,66,0,1,0,1,0
61550,5529,0,0,deny,145,145,0,1,0,1,0
5213,44847,0,0,deny,66,66,0,1,0,1,0
64092,445,0,0,drop,66,66,0,1,0,1,0
45218,25174,0,0,deny,146,146,0,1,0,1,0
52306,445,0,0,drop,70,70,0,1,0,1,0
23119,41615,0,0,deny,148,148,0,1,0,1,0
59524,25174,0,0,deny,62,62,0,1,0,1,0
1035,57470,0,0,deny,72,72,0,1,0,1,0
64088,445,0,0,drop,66,66,0,1,0,1,0
33871,34476,0,0,deny,137,137,0,1,0,1,0
63062,11392,0,0,deny,62,62,0,1,0,1,0
44919,26467,0,0,deny,62,62,0,1,0,1,0
59493,44847,0,0,deny,66,66,0,1,0,1,0
64085,445,0,0,drop,66,66,0,1,0,1,0
64084,445,0,0,drop,66,66,0,1,0,1,0
12531,22114,0,0,deny,62,62,0,1,0,1,0
55451,56205,0,0,deny,66,66,0,1,0,1,0
41490,25174,0,0,deny,146,146,0,1,0,1,0
65231,50584,0,0,deny,66,66,0,1,0,1,0
63924,445,0,0,drop,70,70,0,1,0,1,0
45964,3111,0,0,deny,60,60,0,1,0,1,0
64082,445,0,0,drop,66,66,0,1,0,1,0
50512,24748,0,0,deny,145,145,0,1,0,1,0
46116,57470,0,0,deny,74,74,0,1,0,1,0
34485,81,0,0,deny,60,60,0,1,0,1,0
28795,37965,0,0,deny,62,62,0,1,0,1,0
1865,25174,0,0,deny,62,62,0,1,0,1,0
63921,445,0,0,drop,70,70,0,1,0,1,0
56326,56205,0,0,deny,66,66,0,1,0,1,0
58021,22114,0,0,deny,66,66,0,1,0,1,0
22542,30188,0,0,deny,146,146,0,1,0,1,0
42796,22114,0,0,deny,62,62,0,1,0,1,0
52305,445,0,0,drop,70,70,0,1,0,1,0
52292,445,0,0,drop,70,70,0,1,0,1,0
52291,445,0,0,drop,70,70,0,1,0,1,0
63916,445,0,0,drop,70,70,0,1,0,1,0
64072,445,0,0,drop,66,66,0,1,0,1,0
51042,22114,0,0,deny,66,66,0,1,0,1,0
63915,445,0,0,drop,70,70,0,1,0,1,0
63213,35440,0,0,deny,146,146,0,1,0,1,0
35524,34962,0,0,deny,159,159,0,1,0,1,0
63913,445,0,0,drop,70,70,0,1,0,1,0
63389,3389,63389,3389,reset-both,293,223,70,4,0,3,1
53904,443,54254,443,allow,495,421,74,4,0,3,1
24227,48817,0,0,deny,160,160,0,1,0,1,0
80,56289,0,0,deny,578,578,0,1,0,1,0
1024,25174,0,0,deny,62,62,0,1,0,1,0
64064,445,0,0,drop,66,66,0,1,0,1,0
52278,445,0,0,drop,70,70,0,1,0,1,0
54142,20541,0,0,deny,66,66,0,1,0,1,0
56949,22,0,0,deny,60,60,0,1,0,1,0
1918,25174,0,0,deny,66,66,0,1,0,1,0
64062,445,0,0,drop,66,66,0,1,0,1,0
63906,445,0,0,drop,70,70,0,1,0,1,0
6247,51221,0,0,deny,62,62,0,1,0,1,0
63904,445,0,0,drop,70,70,0,1,0,1,0
58022,88,0,0,deny,60,60,0,1,0,1,0
2383,37965,0,0,deny,62,62,0,1,0,1,0
57496,25174,0,0,deny,62,62,0,1,0,1,0
53073,32468,0,0,deny,62,62,0,1,0,1,0
64055,445,0,0,drop,66,66,0,1,0,1,0
63903,445,0,0,drop,70,70,0,1,0,1,0
64052,445,0,0,drop,66,66,0,1,0,1,0
63902,445,0,0,drop,70,70,0,1,0,1,0
63901,445,0,0,drop,70,70,0,1,0,1,0
63899,445,0,0,drop,70,70,0,1,0,1,0
63895,445,0,0,drop,70,70,0,1,0,1,0
55429,25174,0,0,deny,66,66,0,1,0,1,0
65025,57866,0,0,deny,66,66,0,1,0,1,0
54758,35993,0,0,deny,66,66,0,1,0,1,0
44154,22114,0,0,deny,62,62,0,1,0,1,0
58646,44847,0,0,deny,66,66,0,1,0,1,0
56205,51505,0,0,deny,66,66,0,1,0,1,0
63883,445,0,0,drop,70,70,0,1,0,1,0
63882,445,0,0,drop,70,70,0,1,0,1,0
63877,445,0,0,drop,70,70,0,1,0,1,0
63873,445,0,0,drop,70,70,0,1,0,1,0
63872,445,0,0,drop,70,70,0,1,0,1,0
52270,445,0,0,drop,70,70,0,1,0,1,0
52269,445,0,0,drop,70,70,0,1,0,1,0
52266,445,0,0,drop,70,70,0,1,0,1,0
45726,64147,0,0,deny,62,62,0,1,0,1,0
22574,44847,0,0,deny,62,62,0,1,0,1,0
64035,445,0,0,drop,66,66,0,1,0,1,0
64038,445,0,0,drop,66,66,0,1,0,1,0
64037,445,0,0,drop,66,66,0,1,0,1,0
64034,445,0,0,drop,66,66,0,1,0,1,0
64039,445,0,0,drop,66,66,0,1,0,1,0
64036,445,0,0,drop,66,66,0,1,0,1,0
64033,445,0,0,drop,66,66,0,1,0,1,0
5955,55160,0,0,deny,74,74,0,1,0,1,0
80,61486,0,0,deny,66,66,0,1,0,1,0
26879,37965,0,0,deny,62,62,0,1,0,1,0
63861,445,0,0,drop,70,70,0,1,0,1,0
6126,25174,0,0,deny,66,66,0,1,0,1,0
52264,445,0,0,drop,70,70,0,1,0,1,0
52263,445,0,0,drop,70,70,0,1,0,1,0
52254,445,0,0,drop,70,70,0,1,0,1,0
52253,445,0,0,drop,70,70,0,1,0,1,0
64017,445,0,0,drop,66,66,0,1,0,1,0
64019,445,0,0,drop,66,66,0,1,0,1,0
64016,445,0,0,drop,66,66,0,1,0,1,0
43025,23,0,0,deny,60,60,0,1,0,1,0
48301,25174,0,0,deny,62,62,0,1,0,1,0
10406,35440,0,0,deny,146,146,0,1,0,1,0
10910,57866,0,0,deny,62,62,0,1,0,1,0
63857,445,0,0,drop,70,70,0,1,0,1,0
54726,30041,0,0,deny,62,62,0,1,0,1,0
52247,445,0,0,drop,70,70,0,1,0,1,0
53097,25174,0,0,deny,66,66,0,1,0,1,0
52683,22114,0,0,deny,62,62,0,1,0,1,0
52240,445,0,0,drop,70,70,0,1,0,1,0
52236,445,0,0,drop,70,70,0,1,0,1,0
52238,445,0,0,drop,70,70,0,1,0,1,0
63855,25174,0,0,deny,62,62,0,1,0,1,0
56387,25174,0,0,deny,66,66,0,1,0,1,0
13235,44847,0,0,deny,62,62,0,1,0,1,0
39313,37965,0,0,deny,62,62,0,1,0,1,0
39453,15503,0,0,deny,74,74,0,1,0,1,0
45964,2228,0,0,deny,60,60,0,1,0,1,0
63846,445,0,0,drop,70,70,0,1,0,1,0
63848,445,0,0,drop,70,70,0,1,0,1,0
63847,445,0,0,drop,70,70,0,1,0,1,0
63843,445,0,0,drop,70,70,0,1,0,1,0
41463,20005,0,0,deny,60,60,0,1,0,1,0
63841,445,0,0,drop,70,70,0,1,0,1,0
35111,22114,0,0,deny,66,66,0,1,0,1,0
64733,35440,0,0,deny,66,66,0,1,0,1,0
51866,22114,0,0,deny,62,62,0,1,0,1,0
61660,64097,0,0,deny,62,62,0,1,0,1,0
28825,23,0,0,deny,60,60,0,1,0,1,0
52228,445,0,0,drop,70,70,0,1,0,1,0
52226,445,0,0,drop,70,70,0,1,0,1,0
29178,35440,0,0,deny,66,66,0,1,0,1,0
47178,53,0,0,allow,82,82,0,2,40,2,0
52108,20175,5769,20175,allow,70,70,0,2,8,2,0
52109,60841,37568,60841,allow,258,70,188,4,8,2,2
53454,443,37572,443,allow,10416,3195,7221,32,46,18,14
52472,443,52472,443,allow,4400,1493,2907,19,31,11,8
63385,443,63385,443,allow,4659,1752,2907,19,30,11,8
61792,443,46504,443,allow,12526,7202,5324,28,99,15,13
9448,443,19728,443,allow,5691,503,5188,14,15,7,7
52076,28895,29171,28895,allow,66,66,0,1,5,1,0
9451,443,45125,443,allow,5699,505,5194,14,15,7,7
40517,53,18726,53,allow,284,79,205,2,30,1,1
64850,53,13429,53,allow,166,85,81,2,31,1,1
38728,443,11034,443,allow,560,280,280,9,27,5,4
62249,443,58132,443,allow,9251,6353,2898,25,120,13,12
61433,443,33532,443,allow,41274,18956,22318,90,171,43,47
36828,80,12290,80,allow,5189,2979,2210,19,136,12,7
47613,53,0,0,allow,82,82,0,1,30,1,0
9460,80,52623,80,allow,1641,483,1158,10,15,5,5
53162,60352,6170,60352,allow,70,70,0,1,5,1,0
58872,443,51853,443,allow,342665,10261,332404,369,90,117,252
52106,41632,7529,41632,allow,70,70,0,2,9,2,0
53876,53380,47868,53380,allow,70,70,0,1,5,1,0
60518,80,21543,80,allow,1915,797,1118,8,16,5,3
52079,1024,39803,1024,allow,66,66,0,1,5,1,0
26227,23,26227,23,allow,146,60,86,2,10,1,1
54104,80,15819,80,allow,214,140,74,4,15,3,1
9454,443,57468,443,allow,5699,505,5194,14,15,7,7
52376,443,24814,443,allow,33906,25094,8812,63,447,36,27
21478,53,21478,53,allow,625,79,546,2,30,1,1
51661,443,59276,443,allow,11558,3964,7594,37,17,15,22
52110,35411,42303,35411,allow,70,70,0,2,8,2,0
50401,443,63156,443,allow,256,136,120,5,9,3,2
53878,55950,30797,55950,allow,70,70,0,1,5,1,0
53875,43611,37582,43611,allow,70,70,0,1,5,1,0
9450,443,24290,443,allow,5691,503,5188,14,15,7,7
9447,443,13084,443,allow,5691,503,5188,14,15,7,7
46570,443,45902,443,allow,8897,2184,6713,24,516,13,11
58953,443,9937,443,allow,4051,2587,1464,18,16,9,9
54314,53,25378,53,allow,284,79,205,2,30,1,1
56782,53,53429,53,allow,194,99,95,2,30,1,1
64942,53,24439,53,allow,522,190,332,5,48,3,2
30960,45763,2134,45763,allow,330,330,0,6,3609,6,0
30960,45752,44974,45752,allow,462,462,0,8,3631,8,0
58930,60038,0,0,allow,66,66,0,1,91,1,0
5060,37965,0,0,deny,66,66,0,1,0,1,0
15806,11392,0,0,deny,66,66,0,1,0,1,0
31539,37965,0,0,deny,62,62,0,1,0,1,0
63834,445,0,0,drop,70,70,0,1,0,1,0
13525,51505,0,0,deny,62,62,0,1,0,1,0
64005,445,0,0,drop,66,66,0,1,0,1,0
54796,22114,0,0,deny,62,62,0,1,0,1,0
3169,22114,0,0,deny,62,62,0,1,0,1,0
57251,37965,0,0,deny,62,62,0,1,0,1,0
51783,50584,0,0,deny,66,66,0,1,0,1,0
59282,51050,0,0,deny,66,66,0,1,0,1,0
58247,57866,0,0,deny,66,66,0,1,0,1,0
57599,80,57241,80,allow,1526,972,554,10,75,6,4
56388,443,22343,443,allow,11093,2322,8771,40,17,23,17
9458,443,4963,443,allow,5695,505,5190,14,15,7,7
64017,80,54075,80,allow,314,192,122,6,15,4,2
12942,10387,0,0,deny,159,159,0,1,0,1,0
56403,51505,0,0,deny,62,62,0,1,0,1,0
62217,37807,0,0,deny,62,62,0,1,0,1,0
63827,445,0,0,drop,70,70,0,1,0,1,0
41694,26296,0,0,deny,145,145,0,1,0,1,0
60113,22114,0,0,deny,66,66,0,1,0,1,0
63824,445,0,0,drop,70,70,0,1,0,1,0
26884,37965,0,0,deny,66,66,0,1,0,1,0
52221,445,0,0,drop,70,70,0,1,0,1,0
27081,10197,0,0,deny,62,62,0,1,0,1,0
59303,21247,0,0,deny,66,66,0,1,0,1,0
16057,51050,0,0,deny,62,62,0,1,0,1,0
60117,50934,0,0,deny,62,62,0,1,0,1,0
52220,445,0,0,drop,70,70,0,1,0,1,0
30332,48817,0,0,deny,145,145,0,1,0,1,0
63819,445,0,0,drop,70,70,0,1,0,1,0
42957,64147,0,0,deny,145,145,0,1,0,1,0
63817,445,0,0,drop,70,70,0,1,0,1,0
63988,445,0,0,drop,66,66,0,1,0,1,0
63989,445,0,0,drop,66,66,0,1,0,1,0
1036,64147,0,0,deny,62,62,0,1,0,1,0
44856,51505,0,0,deny,62,62,0,1,0,1,0
37887,22114,0,0,deny,66,66,0,1,0,1,0
63813,445,0,0,drop,70,70,0,1,0,1,0
44679,80,35749,80,allow,3180,2317,863,12,11,7,5
43815,50584,0,0,deny,62,62,0,1,0,1,0
64595,64147,0,0,deny,62,62,0,1,0,1,0
52210,445,0,0,drop,70,70,0,1,0,1,0
52206,445,0,0,drop,70,70,0,1,0,1,0
52204,445,0,0,drop,70,70,0,1,0,1,0
52198,445,0,0,drop,70,70,0,1,0,1,0
18750,57866,0,0,deny,62,62,0,1,0,1,0
63030,25174,0,0,deny,62,62,0,1,0,1,0
68,67,0,0,deny,346,346,0,1,0,1,0
34066,36829,0,0,deny,146,146,0,1,0,1,0
46734,50265,0,0,deny,74,74,0,1,0,1,0
63812,445,0,0,drop,70,70,0,1,0,1,0
63984,445,0,0,drop,66,66,0,1,0,1,0
16620,25174,0,0,deny,62,62,0,1,0,1,0
42722,56448,0,0,deny,74,74,0,1,0,1,0
1638,22114,0,0,deny,62,62,0,1,0,1,0
63979,445,0,0,drop,66,66,0,1,0,1,0
63976,445,0,0,drop,66,66,0,1,0,1,0
63967,445,0,0,drop,66,66,0,1,0,1,0
63972,445,0,0,drop,66,66,0,1,0,1,0
63971,445,0,0,drop,66,66,0,1,0,1,0
63968,445,0,0,drop,66,66,0,1,0,1,0
63969,445,0,0,drop,66,66,0,1,0,1,0
62194,50584,0,0,deny,66,66,0,1,0,1,0
39583,37965,0,0,deny,66,66,0,1,0,1,0
49993,37965,0,0,deny,66,66,0,1,0,1,0
47783,50432,0,0,deny,62,62,0,1,0,1,0
52196,445,0,0,drop,70,70,0,1,0,1,0
11382,43890,0,0,deny,62,62,0,1,0,1,0
46537,25174,0,0,deny,62,62,0,1,0,1,0
52191,445,0,0,drop,70,70,0,1,0,1,0
52187,445,0,0,drop,70,70,0,1,0,1,0
52189,445,0,0,drop,70,70,0,1,0,1,0
13518,25174,0,0,deny,146,146,0,1,0,1,0
63807,445,0,0,drop,70,70,0,1,0,1,0
11136,19910,0,0,deny,62,62,0,1,0,1,0
55931,53,3407,53,allow,168,78,90,2,30,1,1
64588,53,5541,53,allow,264,102,162,2,30,1,1
52359,443,35892,443,allow,13972,2550,11422,29,954,11,18
56470,28678,7618,28678,allow,1806,1806,0,22,224,22,0
57206,443,4994,443,allow,1798,1223,575,13,28,8,5
65318,53,63246,53,allow,294,94,200,4,51,2,2
56289,53,22157,53,allow,351,110,241,2,29,1,1
56767,443,38617,443,allow,7941,1952,5989,20,15,11,9
35978,443,55185,443,allow,2959,793,2166,10,120,5,5
61807,443,12289,443,allow,6244,1855,4389,16,75,9,7
55144,443,25818,443,allow,6918,2826,4092,26,21,16,10
52082,14804,24933,14804,allow,70,70,0,1,4,1,0
50864,80,3838,80,allow,1888,1814,74,10,15,9,1
56674,80,12315,80,allow,156,156,0,3,8,3,0
60929,28678,34471,28678,allow,1806,1806,0,22,224,22,0
49564,53,13171,53,allow,193,102,91,2,29,1,1
14441,443,20256,443,allow,2629,1470,1159,18,15,8,10
56853,53,24934,53,allow,167,86,81,2,29,1,1
55958,53,30538,53,allow,275,86,189,2,29,1,1
56519,53,20744,53,allow,167,86,81,2,29,1,1
56853,53,30375,53,allow,167,86,81,2,29,1,1
60708,53,53667,53,allow,291,86,205,2,29,1,1
56765,443,7248,443,allow,7940,1951,5989,20,15,11,9
58885,443,39873,443,allow,354,294,60,2,15,1,1
56766,443,55432,443,allow,7888,1899,5989,20,15,11,9
10007,443,53248,443,allow,3811,1846,1965,20,330,9,11
55346,53,15239,53,allow,199,94,105,2,30,1,1
65400,53,61482,53,allow,211,102,109,2,30,1,1
55805,80,55805,80,allow,424,198,226,7,141,4,3
52080,9554,43185,9554,allow,70,70,0,1,5,1,0
51243,80,3228,80,allow,1451,949,502,12,46,7,5
60607,53,60607,53,allow,832,106,726,2,30,1,1
60852,443,55582,443,allow,7471,2914,4557,26,47,15,11
64810,53,30848,53,allow,257,126,131,2,30,1,1
55360,80,13495,80,allow,130,70,60,2,15,1,1
37306,53,55019,53,allow,168,78,90,2,30,1,1
9449,443,11942,443,allow,5693,499,5194,14,15,7,7
49570,443,32958,443,allow,6360,2483,3877,20,16,10,10
54071,53,10458,53,allow,207,86,121,2,30,1,1
58316,443,4061,443,allow,7493,1658,5835,22,255,12,10
38705,443,49826,443,allow,1248170,26899,1221271,1212,16,382,830
56890,443,61166,443,allow,6935,1415,5520,22,186,12,10
49658,53,43401,53,allow,211,102,109,2,30,1,1
57343,443,46945,443,allow,1607664,53945,1553719,1792,39,700,1092
55337,443,21717,443,allow,24341,15170,9171,78,461,39,39
47637,443,16997,443,allow,280,140,140,5,151,3,2
35973,443,21497,443,allow,4665045,113088,4551957,4511,421,1285,3226
48778,80,16126,80,allow,130,70,60,2,15,1,1
33028,80,50046,80,allow,130,70,60,2,15,1,1
49207,443,35553,443,allow,9852,2190,7662,49,257,22,27
28036,443,58065,443,allow,5780,4574,1206,20,16,11,9
36829,443,57108,443,allow,560,280,280,9,27,5,4
38606,53,21514,53,allow,168,78,90,2,30,1,1
48817,50321,48817,50321,allow,334,158,176,2,1203,1,1
50265,443,33031,443,allow,23684,13193,10491,84,63,44,40
49836,53,59050,53,allow,327,102,225,2,30,1,1
65168,53,46023,53,allow,239,94,145,2,30,1,1
60862,443,5299,443,allow,12604,6376,6228,27,133,16,11
50286,443,48730,443,allow,6414386,102255,6312131,5812,182,1634,4178
48992,80,47525,80,allow,1114,534,580,12,16,7,5
22,44840,22,44840,allow,1427,1170,257,8,15,4,4
53903,51339,21513,51339,allow,70,70,0,2,7,2,0
39437,80,3186,80,allow,2088,472,1616,15,155,3,12
55103,53,23177,53,allow,392,92,300,4,55,2,2
56782,53,51814,53,allow,197,102,95,2,33,1,1
9459,443,54316,443,allow,5695,505,5190,14,15,7,7
49279,80,12266,80,allow,254,128,126,5,15,3,2
9453,443,40885,443,allow,5693,499,5194,14,15,7,7
9452,443,55218,443,allow,5693,499,5194,14,15,7,7
56519,53,14326,53,allow,167,86,81,2,29,1,1
21133,54508,26359,54508,allow,323,150,173,2,1199,1,1
57231,53,46027,53,allow,168,86,82,2,30,1,1
9457,443,13669,443,allow,5316,488,4828,14,15,7,7
57202,443,8164,443,allow,1728,1153,575,12,28,7,5
51613,443,47721,443,allow,5052,2873,2179,26,15,14,12
56519,53,28431,53,allow,167,86,81,2,30,1,1
52083,26607,58147,26607,allow,70,70,0,1,4,1,0
57203,443,49091,443,allow,1798,1223,575,13,28,8,5
56672,53,64193,53,allow,177,94,83,2,30,1,1
50442,80,50442,80,allow,52791,4087,48704,66,24,26,40
49564,53,61434,53,allow,193,102,91,2,30,1,1
54497,443,48697,443,allow,8318,2068,6250,32,270,16,16
52925,443,2164,443,allow,114867,4243,110624,128,120,44,84
64850,53,27196,53,allow,167,86,81,2,30,1,1
49661,53,62903,53,allow,344,102,242,2,30,1,1
60376,443,21896,443,allow,9379,2092,7287,21,126,9,12
54761,5228,49627,5228,allow,12683,1205,11478,27,182,8,19
35642,80,28559,80,allow,1849,1015,834,11,150,6,5
35136,443,3606,443,allow,25542,17843,7699,58,59,34,24
61279,443,14356,443,allow,7424,3871,3553,26,160,12,14
51598,443,10892,443,allow,14194,4643,9551,34,30,19,15
53159,58710,30090,58710,allow,698,320,378,10,18,6,4
59274,443,55424,443,allow,8640,2329,6311,19,76,10,9
35999,443,44617,443,allow,670261,26523,643738,728,188,262,466
58954,443,36028,443,allow,5166,700,4466,16,15,7,9
55363,53,15445,53,allow,228,110,118,2,30,1,1
65375,443,53764,443,allow,2458316,102393,2355923,2942,241,1261,1681
50040,53,62872,53,allow,322,102,220,2,30,1,1
64850,53,29250,53,allow,167,86,81,2,30,1,1
64962,53,48454,53,allow,226,94,132,2,30,1,1
56672,53,51134,53,allow,177,94,83,2,30,1,1
36430,443,61120,443,allow,3777,1509,2268,18,120,9,9
40781,443,17024,443,allow,14327,1918,12409,37,270,17,20
53865,64000,37089,64000,allow,492,306,186,8,15,5,3
44636,443,35730,443,allow,6297,1831,4466,20,16,9,11
53161,30013,56221,30013,allow,70,70,0,1,5,1,0
57584,443,14480,443,allow,8937,3934,5003,18,120,9,9
63355,443,59950,443,allow,2870,343,2527,11,120,5,6
55039,443,64407,443,allow,10961,2666,8295,35,237,16,19
56275,443,61048,443,allow,513682,20015,493667,523,226,126,397
50265,7205,64572,7205,allow,1488,930,558,21,1200,12,9
36628,80,54402,80,allow,78,78,0,2,8,2,0
53867,60272,36955,60272,allow,70,70,0,1,5,1,0
55294,3389,55294,3389,allow,4470,2381,2089,23,19,13,10
44162,80,44162,80,allow,457843,10253,447590,452,26,152,300
64593,53,46361,53,allow,258,102,156,2,30,1,1
52042,80,17014,80,allow,70,70,0,2,8,2,0
53871,43266,32431,43266,allow,70,70,0,1,5,1,0
56764,443,62218,443,allow,8006,1986,6020,20,16,11,9
56044,80,25395,80,allow,1515,481,1034,11,16,6,5
42927,443,28678,443,allow,6921,1769,5152,22,24,13,9
64033,29834,57709,29834,allow,66,66,0,2,8,2,0
53872,24710,13948,24710,allow,70,70,0,1,5,1,0
36278,7000,36278,7000,allow,3578,1967,1611,16,16,8,8
42162,80,42162,80,allow,2941,1499,1442,10,16,6,4
64850,53,55584,53,allow,167,86,81,2,30,1,1
59355,51505,0,0,deny,66,66,0,1,0,1,0
56323,57470,0,0,deny,74,74,0,1,0,1,0
37034,25174,0,0,deny,62,62,0,1,0,1,0
51726,64147,0,0,deny,62,62,0,1,0,1,0
2332,35440,0,0,deny,66,66,0,1,0,1,0
52184,445,0,0,drop,70,70,0,1,0,1,0
52183,445,0,0,drop,70,70,0,1,0,1,0
52179,445,0,0,drop,70,70,0,1,0,1,0
52503,50584,0,0,deny,62,62,0,1,0,1,0
10003,64147,0,0,deny,62,62,0,1,0,1,0
63962,445,0,0,drop,66,66,0,1,0,1,0
20586,25174,0,0,deny,62,62,0,1,0,1,0
52178,445,0,0,drop,70,70,0,1,0,1,0
58103,10197,0,0,deny,66,66,0,1,0,1,0
30800,25174,0,0,deny,146,146,0,1,0,1,0
63959,445,0,0,drop,66,66,0,1,0,1,0
